"Area" "Taxa" "Year" "Trait" "Variable" "Value"
"8138" "Kattegat" "Benthos" 2011 "Deposit.feeder" "abundance" 0.503848336223089
"8139" "Kattegat" "Benthos" 2011 "Deposit.feeder" "biomass" 0.503848336223089
"8140" "Kattegat" "Benthos" 2011 "Direct.dvlpt" "abundance" 0.141697952292228
"8141" "Kattegat" "Benthos" 2011 "Direct.dvlpt" "biomass" 0.141697952292228
"8142" "Kattegat" "Benthos" 2011 "Epibenthic" "abundance" 0.111682571117922
"8143" "Kattegat" "Benthos" 2011 "Epibenthic" "biomass" 0.111682571117922
"8150" "Kattegat" "Benthos" 2011 "Lecitotrophic" "abundance" 0.251814133626196
"8151" "Kattegat" "Benthos" 2011 "Lecitotrophic" "biomass" 0.251814133626196
"8154" "Kattegat" "Benthos" 2011 "Middle" "abundance" 0.394871477691422
"8155" "Kattegat" "Benthos" 2011 "Middle" "biomass" 0.394871477691422
"8156" "Kattegat" "Benthos" 2011 "Planktotrophic" "abundance" 0.559607606301735
"8157" "Kattegat" "Benthos" 2011 "Planktotrophic" "biomass" 0.559607606301735
"8158" "Kattegat" "Benthos" 2011 "Predator" "abundance" 0.0994349053922789
"8159" "Kattegat" "Benthos" 2011 "Predator" "biomass" 0.0994349053922789
"8160" "Kattegat" "Benthos" 2011 "Scavenger" "abundance" 0.0601678247046294
"8161" "Kattegat" "Benthos" 2011 "Scavenger" "biomass" 0.0601678247046294
"8162" "Kattegat" "Benthos" 2011 "Size" "abundance" 3.62973099201812
"8163" "Kattegat" "Benthos" 2011 "Size" "biomass" 3.62973099201812
"8164" "Kattegat" "Benthos" 2011 "Suspension.feeder" "abundance" 0.318319334212208
"8165" "Kattegat" "Benthos" 2011 "Suspension.feeder" "biomass" 0.318319334212208
"8168" "Kattegat" "Benthos" 2011 "Top" "abundance" 0.414169905190227
"8169" "Kattegat" "Benthos" 2011 "Top" "biomass" 0.414169905190227
"8182" "Kattegat" "Benthos" 2012 "Deposit.feeder" "abundance" 0.513646068964913
"8183" "Kattegat" "Benthos" 2012 "Deposit.feeder" "biomass" 0.513646068964913
"8184" "Kattegat" "Benthos" 2012 "Direct.dvlpt" "abundance" 0.192097052980421
"8185" "Kattegat" "Benthos" 2012 "Direct.dvlpt" "biomass" 0.192097052980421
"8186" "Kattegat" "Benthos" 2012 "Epibenthic" "abundance" 0.0809114520808659
"8187" "Kattegat" "Benthos" 2012 "Epibenthic" "biomass" 0.0809114520808659
"8194" "Kattegat" "Benthos" 2012 "Lecitotrophic" "abundance" 0.265307145584397
"8195" "Kattegat" "Benthos" 2012 "Lecitotrophic" "biomass" 0.265307145584397
"8198" "Kattegat" "Benthos" 2012 "Middle" "abundance" 0.431678957869365
"8199" "Kattegat" "Benthos" 2012 "Middle" "biomass" 0.431678957869365
"8200" "Kattegat" "Benthos" 2012 "Planktotrophic" "abundance" 0.448783948406803
"8201" "Kattegat" "Benthos" 2012 "Planktotrophic" "biomass" 0.448783948406803
"8202" "Kattegat" "Benthos" 2012 "Predator" "abundance" 0.0942262777500482
"8203" "Kattegat" "Benthos" 2012 "Predator" "biomass" 0.0942262777500482
"8204" "Kattegat" "Benthos" 2012 "Scavenger" "abundance" 0.059782418357022
"8205" "Kattegat" "Benthos" 2012 "Scavenger" "biomass" 0.059782418357022
"8206" "Kattegat" "Benthos" 2012 "Size" "abundance" 3.7962700811071
"8207" "Kattegat" "Benthos" 2012 "Size" "biomass" 3.7962700811071
"8208" "Kattegat" "Benthos" 2012 "Suspension.feeder" "abundance" 0.304019090019999
"8209" "Kattegat" "Benthos" 2012 "Suspension.feeder" "biomass" 0.304019090019999
"8212" "Kattegat" "Benthos" 2012 "Top" "abundance" 0.414480605945777
"8213" "Kattegat" "Benthos" 2012 "Top" "biomass" 0.414480605945777
"8226" "Kattegat" "Benthos" 2013 "Deposit.feeder" "abundance" 0.523893718664803
"8227" "Kattegat" "Benthos" 2013 "Deposit.feeder" "biomass" 0.523893718664803
"8228" "Kattegat" "Benthos" 2013 "Direct.dvlpt" "abundance" 0.271289207146049
"8229" "Kattegat" "Benthos" 2013 "Direct.dvlpt" "biomass" 0.271289207146049
"8230" "Kattegat" "Benthos" 2013 "Epibenthic" "abundance" 0.0982082218527044
"8231" "Kattegat" "Benthos" 2013 "Epibenthic" "biomass" 0.0982082218527044
"8238" "Kattegat" "Benthos" 2013 "Lecitotrophic" "abundance" 0.224679928051318
"8239" "Kattegat" "Benthos" 2013 "Lecitotrophic" "biomass" 0.224679928051318
"8242" "Kattegat" "Benthos" 2013 "Middle" "abundance" 0.442879784012915
"8243" "Kattegat" "Benthos" 2013 "Middle" "biomass" 0.442879784012915
"8244" "Kattegat" "Benthos" 2013 "Planktotrophic" "abundance" 0.458890663576033
"8245" "Kattegat" "Benthos" 2013 "Planktotrophic" "biomass" 0.458890663576033
"8246" "Kattegat" "Benthos" 2013 "Predator" "abundance" 0.0739174217887472
"8247" "Kattegat" "Benthos" 2013 "Predator" "biomass" 0.0739174217887472
"8248" "Kattegat" "Benthos" 2013 "Scavenger" "abundance" 0.055005761817514
"8249" "Kattegat" "Benthos" 2013 "Scavenger" "biomass" 0.055005761817514
"8250" "Kattegat" "Benthos" 2013 "Size" "abundance" 3.57905091602341
"8251" "Kattegat" "Benthos" 2013 "Size" "biomass" 3.57905091602341
"8252" "Kattegat" "Benthos" 2013 "Suspension.feeder" "abundance" 0.335047209132252
"8253" "Kattegat" "Benthos" 2013 "Suspension.feeder" "biomass" 0.335047209132252
"8256" "Kattegat" "Benthos" 2013 "Top" "abundance" 0.40788049248827
"8257" "Kattegat" "Benthos" 2013 "Top" "biomass" 0.40788049248827
"8262" "Kattegat" "Fish" 1978 "Benthivorous" "abundance" 0.287843125934174
"8263" "Kattegat" "Fish" 1978 "Benthivorous" "biomass" 0.0510182864752539
"8264" "Kattegat" "Fish" 1978 "Demersal" "abundance" 0.71484324042894
"8265" "Kattegat" "Fish" 1978 "Demersal" "biomass" 0.411950084374304
"8268" "Kattegat" "Fish" 1978 ".Size" "abundance" 75.1585772725114
"8269" "Kattegat" "Fish" 1978 ".Size" "biomass" 84.914707351669
"8270" "Kattegat" "Fish" 1978 "Offspring.size" "abundance" 0.903571623474453
"8271" "Kattegat" "Fish" 1978 "Offspring.size" "biomass" 0.883861985651378
"8274" "Kattegat" "Fish" 1978 "Parental.care" "abundance" 1.21624947024452
"8275" "Kattegat" "Fish" 1978 "Parental.care" "biomass" 1.49371969120112
"8278" "Kattegat" "Fish" 1978 "Piscivorous" "abundance" 0.507398769611348
"8279" "Kattegat" "Fish" 1978 "Piscivorous" "biomass" 0.821308390462561
"8280" "Kattegat" "Fish" 1978 "Planktivorous" "abundance" 0.207368360347963
"8281" "Kattegat" "Fish" 1978 "Planktivorous" "biomass" 0.132599792636097
"8284" "Kattegat" "Fish" 1979 "Benthivorous" "abundance" 0.40395384228736
"8285" "Kattegat" "Fish" 1979 "Benthivorous" "biomass" 0.115977983801105
"8286" "Kattegat" "Fish" 1979 "Demersal" "abundance" 0.808062932776856
"8287" "Kattegat" "Fish" 1979 "Demersal" "biomass" 0.698304228956256
"8290" "Kattegat" "Fish" 1979 ".Size" "abundance" 71.3539161754053
"8291" "Kattegat" "Fish" 1979 ".Size" "biomass" 118.658262263492
"8292" "Kattegat" "Fish" 1979 "Offspring.size" "abundance" 0.949706692124807
"8293" "Kattegat" "Fish" 1979 "Offspring.size" "biomass" 0.864742420810765
"8296" "Kattegat" "Fish" 1979 "Parental.care" "abundance" 1.22170421568843
"8297" "Kattegat" "Fish" 1979 "Parental.care" "biomass" 1.1002077935212
"8300" "Kattegat" "Fish" 1979 "Piscivorous" "abundance" 0.444734729148623
"8301" "Kattegat" "Fish" 1979 "Piscivorous" "biomass" 0.649492126305603
"8302" "Kattegat" "Fish" 1979 "Planktivorous" "abundance" 0.152902278570996
"8303" "Kattegat" "Fish" 1979 "Planktivorous" "biomass" 0.232382654872416
"8306" "Kattegat" "Fish" 1980 "Benthivorous" "abundance" 0.37032516438806
"8307" "Kattegat" "Fish" 1980 "Benthivorous" "biomass" 0.133277535820305
"8308" "Kattegat" "Fish" 1980 "Demersal" "abundance" 0.77499391965102
"8309" "Kattegat" "Fish" 1980 "Demersal" "biomass" 0.639608797503511
"8312" "Kattegat" "Fish" 1980 ".Size" "abundance" 68.3064764951288
"8313" "Kattegat" "Fish" 1980 ".Size" "biomass" 97.5322848213988
"8314" "Kattegat" "Fish" 1980 "Offspring.size" "abundance" 0.927667326866537
"8315" "Kattegat" "Fish" 1980 "Offspring.size" "biomass" 0.859977379423444
"8318" "Kattegat" "Fish" 1980 "Parental.care" "abundance" 1.21596491904261
"8319" "Kattegat" "Fish" 1980 "Parental.care" "biomass" 1.21614531908735
"8322" "Kattegat" "Fish" 1980 "Piscivorous" "abundance" 0.444386401392842
"8323" "Kattegat" "Fish" 1980 "Piscivorous" "biomass" 0.686721795645377
"8324" "Kattegat" "Fish" 1980 "Planktivorous" "abundance" 0.186484220874053
"8325" "Kattegat" "Fish" 1980 "Planktivorous" "biomass" 0.181062052661204
"8328" "Kattegat" "Fish" 1981 "Benthivorous" "abundance" 0.394576660455457
"8329" "Kattegat" "Fish" 1981 "Benthivorous" "biomass" 0.0478020859910366
"8330" "Kattegat" "Fish" 1981 "Demersal" "abundance" 0.806316979895353
"8331" "Kattegat" "Fish" 1981 "Demersal" "biomass" 0.55922425216449
"8334" "Kattegat" "Fish" 1981 ".Size" "abundance" 72.3149209070194
"8335" "Kattegat" "Fish" 1981 ".Size" "biomass" 108.095290560858
"8336" "Kattegat" "Fish" 1981 "Offspring.size" "abundance" 0.977269911113571
"8337" "Kattegat" "Fish" 1981 "Offspring.size" "biomass" 0.893243690162828
"8340" "Kattegat" "Fish" 1981 "Parental.care" "abundance" 1.27046220326201
"8341" "Kattegat" "Fish" 1981 "Parental.care" "biomass" 1.33598994298037
"8344" "Kattegat" "Fish" 1981 "Piscivorous" "abundance" 0.473452232251414
"8345" "Kattegat" "Fish" 1981 "Piscivorous" "biomass" 0.805905653723797
"8346" "Kattegat" "Fish" 1981 "Planktivorous" "abundance" 0.132618807063752
"8347" "Kattegat" "Fish" 1981 "Planktivorous" "biomass" 0.137590469137354
"8350" "Kattegat" "Fish" 1982 "Benthivorous" "abundance" 0.355326541119047
"8351" "Kattegat" "Fish" 1982 "Benthivorous" "biomass" 0.0854176781446249
"8352" "Kattegat" "Fish" 1982 "Demersal" "abundance" 0.786431625133445
"8353" "Kattegat" "Fish" 1982 "Demersal" "biomass" 0.533268746557258
"8356" "Kattegat" "Fish" 1982 ".Size" "abundance" 72.2788933920449
"8357" "Kattegat" "Fish" 1982 ".Size" "biomass" 87.9863465555095
"8358" "Kattegat" "Fish" 1982 "Offspring.size" "abundance" 0.992805287363567
"8359" "Kattegat" "Fish" 1982 "Offspring.size" "biomass" 0.907037450619203
"8362" "Kattegat" "Fish" 1982 "Parental.care" "abundance" 1.28167496582172
"8363" "Kattegat" "Fish" 1982 "Parental.care" "biomass" 1.43568301674872
"8366" "Kattegat" "Fish" 1982 "Piscivorous" "abundance" 0.478324049782338
"8367" "Kattegat" "Fish" 1982 "Piscivorous" "biomass" 0.828488651657237
"8368" "Kattegat" "Fish" 1982 "Planktivorous" "abundance" 0.171986409024632
"8369" "Kattegat" "Fish" 1982 "Planktivorous" "biomass" 0.0888525950300837
"8372" "Kattegat" "Fish" 1983 "Benthivorous" "abundance" 0.37507104565388
"8373" "Kattegat" "Fish" 1983 "Benthivorous" "biomass" 0.0934558956192806
"8374" "Kattegat" "Fish" 1983 "Demersal" "abundance" 0.79956169971542
"8375" "Kattegat" "Fish" 1983 "Demersal" "biomass" 0.443308137719894
"8378" "Kattegat" "Fish" 1983 ".Size" "abundance" 71.5944516530698
"8379" "Kattegat" "Fish" 1983 ".Size" "biomass" 85.6537748777211
"8380" "Kattegat" "Fish" 1983 "Offspring.size" "abundance" 0.951729138447043
"8381" "Kattegat" "Fish" 1983 "Offspring.size" "biomass" 0.917467453959877
"8384" "Kattegat" "Fish" 1983 "Parental.care" "abundance" 1.23397511023264
"8385" "Kattegat" "Fish" 1983 "Parental.care" "biomass" 1.53314471801168
"8388" "Kattegat" "Fish" 1983 "Piscivorous" "abundance" 0.456256027021645
"8389" "Kattegat" "Fish" 1983 "Piscivorous" "biomass" 0.836603541563381
"8390" "Kattegat" "Fish" 1983 "Planktivorous" "abundance" 0.169493003517102
"8391" "Kattegat" "Fish" 1983 "Planktivorous" "biomass" 0.0696609601559295
"8394" "Kattegat" "Fish" 1984 "Benthivorous" "abundance" 0.409149321756169
"8395" "Kattegat" "Fish" 1984 "Benthivorous" "biomass" 0.100314694732213
"8396" "Kattegat" "Fish" 1984 "Demersal" "abundance" 0.802932323381479
"8397" "Kattegat" "Fish" 1984 "Demersal" "biomass" 0.443879228032386
"8400" "Kattegat" "Fish" 1984 ".Size" "abundance" 69.6239122125187
"8401" "Kattegat" "Fish" 1984 ".Size" "biomass" 78.5177618534161
"8402" "Kattegat" "Fish" 1984 "Offspring.size" "abundance" 0.974417820636015
"8403" "Kattegat" "Fish" 1984 "Offspring.size" "biomass" 0.897260530934227
"8406" "Kattegat" "Fish" 1984 "Parental.care" "abundance" 1.27336714465083
"8407" "Kattegat" "Fish" 1984 "Parental.care" "biomass" 1.47738525225479
"8410" "Kattegat" "Fish" 1984 "Piscivorous" "abundance" 0.441849297541963
"8411" "Kattegat" "Fish" 1984 "Piscivorous" "biomass" 0.789839497554518
"8412" "Kattegat" "Fish" 1984 "Planktivorous" "abundance" 0.148834112234424
"8413" "Kattegat" "Fish" 1984 "Planktivorous" "biomass" 0.0993004781833083
"8416" "Kattegat" "Fish" 1985 "Benthivorous" "abundance" 0.397619071848855
"8417" "Kattegat" "Fish" 1985 "Benthivorous" "biomass" 0.0593579297709826
"8418" "Kattegat" "Fish" 1985 "Demersal" "abundance" 0.742538260461927
"8419" "Kattegat" "Fish" 1985 "Demersal" "biomass" 0.343038873563294
"8422" "Kattegat" "Fish" 1985 ".Size" "abundance" 66.882148115177
"8423" "Kattegat" "Fish" 1985 ".Size" "biomass" 68.5048636912707
"8424" "Kattegat" "Fish" 1985 "Offspring.size" "abundance" 0.950764409232632
"8425" "Kattegat" "Fish" 1985 "Offspring.size" "biomass" 0.892171423991389
"8428" "Kattegat" "Fish" 1985 "Parental.care" "abundance" 1.26878516676052
"8429" "Kattegat" "Fish" 1985 "Parental.care" "biomass" 1.59171331814655
"8432" "Kattegat" "Fish" 1985 "Piscivorous" "abundance" 0.440891504938426
"8433" "Kattegat" "Fish" 1985 "Piscivorous" "biomass" 0.844480752905417
"8434" "Kattegat" "Fish" 1985 "Planktivorous" "abundance" 0.161719960912383
"8435" "Kattegat" "Fish" 1985 "Planktivorous" "biomass" 0.0972426944506296
"8438" "Kattegat" "Fish" 1986 "Benthivorous" "abundance" 0.386761831861882
"8439" "Kattegat" "Fish" 1986 "Benthivorous" "biomass" 0.0526817514444742
"8440" "Kattegat" "Fish" 1986 "Demersal" "abundance" 0.778830370278671
"8441" "Kattegat" "Fish" 1986 "Demersal" "biomass" 0.259771036668117
"8444" "Kattegat" "Fish" 1986 ".Size" "abundance" 67.4521400875311
"8445" "Kattegat" "Fish" 1986 ".Size" "biomass" 57.8709997500041
"8446" "Kattegat" "Fish" 1986 "Offspring.size" "abundance" 0.89014345951927
"8447" "Kattegat" "Fish" 1986 "Offspring.size" "biomass" 0.886346934195087
"8450" "Kattegat" "Fish" 1986 "Parental.care" "abundance" 1.25608618319174
"8451" "Kattegat" "Fish" 1986 "Parental.care" "biomass" 1.65151410076263
"8454" "Kattegat" "Fish" 1986 "Piscivorous" "abundance" 0.447237492505603
"8455" "Kattegat" "Fish" 1986 "Piscivorous" "biomass" 0.836211399128671
"8456" "Kattegat" "Fish" 1986 "Planktivorous" "abundance" 0.162912667062171
"8457" "Kattegat" "Fish" 1986 "Planktivorous" "biomass" 0.110768540691174
"8460" "Kattegat" "Fish" 1987 "Benthivorous" "abundance" 0.42676296627283
"8461" "Kattegat" "Fish" 1987 "Benthivorous" "biomass" 0.136167877589894
"8462" "Kattegat" "Fish" 1987 "Demersal" "abundance" 0.823032790474237
"8463" "Kattegat" "Fish" 1987 "Demersal" "biomass" 0.407773456243931
"8466" "Kattegat" "Fish" 1987 ".Size" "abundance" 70.6188021348405
"8467" "Kattegat" "Fish" 1987 ".Size" "biomass" 65.303564374243
"8468" "Kattegat" "Fish" 1987 "Offspring.size" "abundance" 1.00009036898134
"8469" "Kattegat" "Fish" 1987 "Offspring.size" "biomass" 0.888149458809403
"8472" "Kattegat" "Fish" 1987 "Parental.care" "abundance" 1.31908640985303
"8473" "Kattegat" "Fish" 1987 "Parental.care" "biomass" 1.47779951946192
"8476" "Kattegat" "Fish" 1987 "Piscivorous" "abundance" 0.441803265272537
"8477" "Kattegat" "Fish" 1987 "Piscivorous" "biomass" 0.718340405143535
"8478" "Kattegat" "Fish" 1987 "Planktivorous" "abundance" 0.132031131815989
"8479" "Kattegat" "Fish" 1987 "Planktivorous" "biomass" 0.09894527436928
"8482" "Kattegat" "Fish" 1988 "Benthivorous" "abundance" 0.396833027366109
"8483" "Kattegat" "Fish" 1988 "Benthivorous" "biomass" 0.0986156846438191
"8484" "Kattegat" "Fish" 1988 "Demersal" "abundance" 0.784302848606842
"8485" "Kattegat" "Fish" 1988 "Demersal" "biomass" 0.327801987583234
"8488" "Kattegat" "Fish" 1988 ".Size" "abundance" 70.2689225992769
"8489" "Kattegat" "Fish" 1988 ".Size" "biomass" 56.106411828142
"8490" "Kattegat" "Fish" 1988 "Offspring.size" "abundance" 0.956385430154657
"8491" "Kattegat" "Fish" 1988 "Offspring.size" "biomass" 0.877519278432085
"8494" "Kattegat" "Fish" 1988 "Parental.care" "abundance" 1.262364504906
"8495" "Kattegat" "Fish" 1988 "Parental.care" "biomass" 1.57541491868625
"8498" "Kattegat" "Fish" 1988 "Piscivorous" "abundance" 0.468400065971751
"8499" "Kattegat" "Fish" 1988 "Piscivorous" "biomass" 0.783682747626962
"8500" "Kattegat" "Fish" 1988 "Planktivorous" "abundance" 0.131226144023502
"8501" "Kattegat" "Fish" 1988 "Planktivorous" "biomass" 0.116479534624136
"8504" "Kattegat" "Fish" 1989 "Benthivorous" "abundance" 0.421569720823471
"8505" "Kattegat" "Fish" 1989 "Benthivorous" "biomass" 0.0655464900811862
"8506" "Kattegat" "Fish" 1989 "Demersal" "abundance" 0.8152810723888
"8507" "Kattegat" "Fish" 1989 "Demersal" "biomass" 0.251454375381604
"8510" "Kattegat" "Fish" 1989 ".Size" "abundance" 69.3947070710944
"8511" "Kattegat" "Fish" 1989 ".Size" "biomass" 59.7611170069418
"8512" "Kattegat" "Fish" 1989 "Offspring.size" "abundance" 0.972810094014644
"8513" "Kattegat" "Fish" 1989 "Offspring.size" "biomass" 0.913124442073924
"8516" "Kattegat" "Fish" 1989 "Parental.care" "abundance" 1.30080688099312
"8517" "Kattegat" "Fish" 1989 "Parental.care" "biomass" 1.76254726174742
"8520" "Kattegat" "Fish" 1989 "Piscivorous" "abundance" 0.445797553429101
"8521" "Kattegat" "Fish" 1989 "Piscivorous" "biomass" 0.871722069747882
"8522" "Kattegat" "Fish" 1989 "Planktivorous" "abundance" 0.132925219308202
"8523" "Kattegat" "Fish" 1989 "Planktivorous" "biomass" 0.0453331727354532
"8526" "Kattegat" "Fish" 1990 "Benthivorous" "abundance" 0.453884642060173
"8527" "Kattegat" "Fish" 1990 "Benthivorous" "biomass" 0.149502223249146
"8528" "Kattegat" "Fish" 1990 "Demersal" "abundance" 0.824797778342285
"8529" "Kattegat" "Fish" 1990 "Demersal" "biomass" 0.523967833219658
"8532" "Kattegat" "Fish" 1990 ".Size" "abundance" 68.5776642924941
"8533" "Kattegat" "Fish" 1990 ".Size" "biomass" 67.4139606999913
"8534" "Kattegat" "Fish" 1990 "Offspring.size" "abundance" 0.960864097441994
"8535" "Kattegat" "Fish" 1990 "Offspring.size" "biomass" 0.899207259533118
"8538" "Kattegat" "Fish" 1990 "Parental.care" "abundance" 1.32502703886659
"8539" "Kattegat" "Fish" 1990 "Parental.care" "biomass" 1.55089384083369
"8542" "Kattegat" "Fish" 1990 "Piscivorous" "abundance" 0.432691565756548
"8543" "Kattegat" "Fish" 1990 "Piscivorous" "biomass" 0.81361095868694
"8544" "Kattegat" "Fish" 1990 "Planktivorous" "abundance" 0.113561836675301
"8545" "Kattegat" "Fish" 1990 "Planktivorous" "biomass" 0.0319906516941123
"8548" "Kattegat" "Fish" 1991 "Benthivorous" "abundance" 0.476530658145001
"8549" "Kattegat" "Fish" 1991 "Benthivorous" "biomass" 0.170644376203175
"8550" "Kattegat" "Fish" 1991 "Demersal" "abundance" 0.849110270253709
"8551" "Kattegat" "Fish" 1991 "Demersal" "biomass" 0.61885592878251
"8554" "Kattegat" "Fish" 1991 ".Size" "abundance" 66.9914230986484
"8555" "Kattegat" "Fish" 1991 ".Size" "biomass" 68.4614223992035
"8556" "Kattegat" "Fish" 1991 "Offspring.size" "abundance" 0.987838242054007
"8557" "Kattegat" "Fish" 1991 "Offspring.size" "biomass" 0.882235388282714
"8560" "Kattegat" "Fish" 1991 "Parental.care" "abundance" 1.29668485534568
"8561" "Kattegat" "Fish" 1991 "Parental.care" "biomass" 1.40943146415581
"8564" "Kattegat" "Fish" 1991 "Piscivorous" "abundance" 0.406008564159029
"8565" "Kattegat" "Fish" 1991 "Piscivorous" "biomass" 0.800162316232333
"8566" "Kattegat" "Fish" 1991 "Planktivorous" "abundance" 0.118252691945634
"8567" "Kattegat" "Fish" 1991 "Planktivorous" "biomass" 0.0369953392162138
"8570" "Kattegat" "Fish" 1992 "Benthivorous" "abundance" 0.454740369452672
"8571" "Kattegat" "Fish" 1992 "Benthivorous" "biomass" 0.155990388909418
"8572" "Kattegat" "Fish" 1992 "Demersal" "abundance" 0.824181727339595
"8573" "Kattegat" "Fish" 1992 "Demersal" "biomass" 0.5170029771372
"8576" "Kattegat" "Fish" 1992 ".Size" "abundance" 66.8417631191512
"8577" "Kattegat" "Fish" 1992 ".Size" "biomass" 61.7550104603455
"8578" "Kattegat" "Fish" 1992 "Offspring.size" "abundance" 0.94366530389242
"8579" "Kattegat" "Fish" 1992 "Offspring.size" "biomass" 0.859088282306356
"8582" "Kattegat" "Fish" 1992 "Parental.care" "abundance" 1.27155351168516
"8583" "Kattegat" "Fish" 1992 "Parental.care" "biomass" 1.37995500561806
"8586" "Kattegat" "Fish" 1992 "Piscivorous" "abundance" 0.41107940820995
"8587" "Kattegat" "Fish" 1992 "Piscivorous" "biomass" 0.692130133448198
"8588" "Kattegat" "Fish" 1992 "Planktivorous" "abundance" 0.13452352963734
"8589" "Kattegat" "Fish" 1992 "Planktivorous" "biomass" 0.128216682169782
"8592" "Kattegat" "Fish" 1993 "Benthivorous" "abundance" 0.460072893508675
"8593" "Kattegat" "Fish" 1993 "Benthivorous" "biomass" 0.114430098631991
"8594" "Kattegat" "Fish" 1993 "Demersal" "abundance" 0.849060443855163
"8595" "Kattegat" "Fish" 1993 "Demersal" "biomass" 0.289994981740058
"8598" "Kattegat" "Fish" 1993 ".Size" "abundance" 67.867948295756
"8599" "Kattegat" "Fish" 1993 ".Size" "biomass" 58.0854560566653
"8600" "Kattegat" "Fish" 1993 "Offspring.size" "abundance" 1.03368214785166
"8601" "Kattegat" "Fish" 1993 "Offspring.size" "biomass" 0.904087938546324
"8604" "Kattegat" "Fish" 1993 "Parental.care" "abundance" 1.33882626567955
"8605" "Kattegat" "Fish" 1993 "Parental.care" "biomass" 1.64386472633131
"8608" "Kattegat" "Fish" 1993 "Piscivorous" "abundance" 0.412581392742471
"8609" "Kattegat" "Fish" 1993 "Piscivorous" "biomass" 0.802637176203722
"8610" "Kattegat" "Fish" 1993 "Planktivorous" "abundance" 0.128025696501382
"8611" "Kattegat" "Fish" 1993 "Planktivorous" "biomass" 0.0651223866863021
"8614" "Kattegat" "Fish" 1994 "Benthivorous" "abundance" 0.458855276074429
"8615" "Kattegat" "Fish" 1994 "Benthivorous" "biomass" 0.132001350932937
"8616" "Kattegat" "Fish" 1994 "Demersal" "abundance" 0.818488242735514
"8617" "Kattegat" "Fish" 1994 "Demersal" "biomass" 0.319584757057116
"8620" "Kattegat" "Fish" 1994 ".Size" "abundance" 64.574198610343
"8621" "Kattegat" "Fish" 1994 ".Size" "biomass" 57.5796377264927
"8622" "Kattegat" "Fish" 1994 "Offspring.size" "abundance" 0.936547087276234
"8623" "Kattegat" "Fish" 1994 "Offspring.size" "biomass" 0.883521884707027
"8626" "Kattegat" "Fish" 1994 "Parental.care" "abundance" 1.28089190884494
"8627" "Kattegat" "Fish" 1994 "Parental.care" "biomass" 1.59105702663798
"8630" "Kattegat" "Fish" 1994 "Piscivorous" "abundance" 0.390784638616268
"8631" "Kattegat" "Fish" 1994 "Piscivorous" "biomass" 0.756910647579823
"8632" "Kattegat" "Fish" 1994 "Planktivorous" "abundance" 0.150987969128475
"8633" "Kattegat" "Fish" 1994 "Planktivorous" "biomass" 0.116663941137287
"8636" "Kattegat" "Fish" 1995 "Benthivorous" "abundance" 0.487183794855481
"8637" "Kattegat" "Fish" 1995 "Benthivorous" "biomass" 0.23512123916422
"8638" "Kattegat" "Fish" 1995 "Demersal" "abundance" 0.856535128113344
"8639" "Kattegat" "Fish" 1995 "Demersal" "biomass" 0.707418407880512
"8642" "Kattegat" "Fish" 1995 ".Size" "abundance" 63.3418680891926
"8643" "Kattegat" "Fish" 1995 ".Size" "biomass" 80.9923614877237
"8644" "Kattegat" "Fish" 1995 "Offspring.size" "abundance" 1.00487732908568
"8645" "Kattegat" "Fish" 1995 "Offspring.size" "biomass" 0.911132725530408
"8648" "Kattegat" "Fish" 1995 "Parental.care" "abundance" 1.37205123263215
"8649" "Kattegat" "Fish" 1995 "Parental.care" "biomass" 1.38399391771854
"8652" "Kattegat" "Fish" 1995 "Piscivorous" "abundance" 0.376551542123023
"8653" "Kattegat" "Fish" 1995 "Piscivorous" "biomass" 0.703127361430496
"8654" "Kattegat" "Fish" 1995 "Planktivorous" "abundance" 0.135176248930113
"8655" "Kattegat" "Fish" 1995 "Planktivorous" "biomass" 0.0552731579201757
"8658" "Kattegat" "Fish" 1996 "Benthivorous" "abundance" 0.434306776117604
"8659" "Kattegat" "Fish" 1996 "Benthivorous" "biomass" 0.153640395086729
"8660" "Kattegat" "Fish" 1996 "Demersal" "abundance" 0.817451278672677
"8661" "Kattegat" "Fish" 1996 "Demersal" "biomass" 0.569728479582479
"8664" "Kattegat" "Fish" 1996 ".Size" "abundance" 66.5889318920293
"8665" "Kattegat" "Fish" 1996 ".Size" "biomass" 76.7631980572594
"8666" "Kattegat" "Fish" 1996 "Offspring.size" "abundance" 0.960382730621724
"8667" "Kattegat" "Fish" 1996 "Offspring.size" "biomass" 0.878272972010727
"8670" "Kattegat" "Fish" 1996 "Parental.care" "abundance" 1.30342946163944
"8671" "Kattegat" "Fish" 1996 "Parental.care" "biomass" 1.38271290732639
"8674" "Kattegat" "Fish" 1996 "Piscivorous" "abundance" 0.407092032437343
"8675" "Kattegat" "Fish" 1996 "Piscivorous" "biomass" 0.735308071663505
"8676" "Kattegat" "Fish" 1996 "Planktivorous" "abundance" 0.159764307861881
"8677" "Kattegat" "Fish" 1996 "Planktivorous" "biomass" 0.0941857859522927
"8680" "Kattegat" "Fish" 1997 "Benthivorous" "abundance" 0.470765766547814
"8681" "Kattegat" "Fish" 1997 "Benthivorous" "biomass" 0.16975024083005
"8682" "Kattegat" "Fish" 1997 "Demersal" "abundance" 0.82962425858835
"8683" "Kattegat" "Fish" 1997 "Demersal" "biomass" 0.42902773999334
